# Noms de la població. 2020
# Alt Empordà
# Font: Idescat, a partir del Registre de Població de Catalunya.
# Nota: ‰ calculat sobre el total de la població a la dècada seleccionada.
# Nota: Només es mostren els noms de freqüència igual o superior a 4.
# Institut d'Estadística de Catalunya
# http://www.idescat.cat/noms/?sexe=0&res=d02
# Pos.;Sexe;Nom;Rànquing. Freqüència;Rànquing. ‰
00276;H;ANDREU;83;0,58
00276;D;VALENTINA;83;0,58
00278;H;ANIOL;82;0,57
00278;H;BRUNO;82;0,57
00278;H;DÍDAC;82;0,57
00278;H;ELOI;82;0,57
00278;H;RICARD;82;0,57
00278;D;SAMIRA;82;0,57
00284;H;ABDELAZIZ;81;0,57
00284;H;DOMINGO;81;0,57
00286;H;ESTEVE;80;0,56
00286;D;LORENA;80;0,56
00286;H;MARCEL;80;0,56
00289;H;ANAS/ANÁS;79;0,55
00289;D;ASUNCIÓN;79;0,55
00291;D;AURORA;78;0,54
00291;D;JOAQUIMA;78;0,54
00293;H;KEVIN;77;0,54
00293;D;MALAK;77;0,54
00295;H;ABDELLAH;76;0,53
00295;D;ADRIANA;76;0,53
00295;D;ESTEFANIA/ESTEFANÍA;76;0,53
00295;D;MARIA VICTÒRIA/MARÍA VICTORIA;76;0,53
00299;H;ROBERTO;75;0,52
00299;D;ÈLIA/ELIA;75;0,52
00301;D;BOUCHRA;74;0,52
00302;H;KHALID;73;0,51
00303;H;AARON/AARÓN;72;0,50
00303;H;CHRISTIAN;72;0,50
00303;H;GENÍS;72;0,50
00303;H;LUCAS;72;0,50
00303;D;TAMARA;72;0,50
00308;H;ALFREDO;71;0,50
00308;D;NIEVES;71;0,50
00310;H;ABDELKADER;70;0,49
00310;D;ELSA;70;0,49
00312;D;BLANCA;69;0,48
00312;H;FELIPE;69;0,48
00312;H;GUILLERMO;69;0,48
00312;D;REMEDIOS;69;0,48
00316;H;ABDERRAHIM;68;0,47
00316;D;MARIA MONTSERRAT/MARÍA MONTSERRAT;68;0,47
00316;D;MARÍA DE LOS ÁNGELES;68;0,47
00316;D;RUTH;68;0,47
00320;H;JONATHAN;67;0,47
00320;D;KARIMA;67;0,47
00320;H;LEO;67;0,47
00320;D;MALIKA;67;0,47
00320;D;MARIA CRISTINA/MARÍA CRISTINA;67;0,47
00320;H;NARCISO;67;0,47
00320;D;ROCÍO;67;0,47
00320;D;SAIDA;67;0,47
00328;D;ADELA;66;0,46
00328;H;AYMAN;66;0,46
00328;D;GISELA;66;0,46
00328;H;IZAN;66;0,46
00328;H;JAMAL;66;0,46
00328;D;TRINIDAD;66;0,46
00334;D;CONSUELO;65;0,45
00334;D;GEORGINA;65;0,45
00334;D;LATIFA;65;0,45
00334;D;RACHIDA;65;0,45
00334;H;SAMUEL;65;0,45
00339;D;HANANE;64;0,45
00339;H;IGNACIO;64;0,45
00339;D;MARIA CONCEPCIÓN/MARÍA CONCEPCIÓN;64;0,45
00339;D;MATILDE;64;0,45
00339;D;ZOHRA;64;0,45
00344;D;ESPERANZA;63;0,44
00344;H;JULIO;63;0,44
00344;D;SOUAD;63;0,44
00344;H;YASSIN;63;0,44
00348;H;ALEXANDER;62;0,43
00348;D;ELISA;62;0,43
00348;H;ERIK;62;0,43
00348;D;HAJAR;62;0,43
00348;D;IMMACULADA;62;0,43
00348;H;UNAI;62;0,43
00354;D;AMPARO;61;0,43
00354;D;CARLOTA;61;0,43
00354;D;ELISABETH;61;0,43
00354;H;JOSÉ MIGUEL;61;0,43
00354;H;JUAN FRANCISCO;61;0,43
00354;D;MARIA MERCÈ/MARÍA MERCÈ;61;0,43
00354;H;MIMOUN;61;0,43
00361;H;HAMID;60;0,42
00361;D;TATIANA;60;0,42
00363;D;AMÀLIA/AMALIA;59;0,41
00363;D;EVA MARIA/EVA MARÍA;59;0,41
00363;D;FATIHA;59;0,41
00363;D;IMAN;59;0,41
00363;H;KARIM;59;0,41
00363;D;RAHMA;59;0,41
00369;D;BRUNA;58;0,41
00369;H;IBRAHIMA;58;0,41
00369;D;LAILA;58;0,41
00369;H;MOUSSA;58;0,41
00373;H;ABEL;57;0,40
00373;D;FRANCESCA;57;0,40
00373;D;HANAN;57;0,40
00373;H;LORENZO;57;0,40
00373;D;MARIANA;57;0,40
00373;H;MARIANO;57;0,40
00379;H;AGUSTÍ;56;0,39
00379;D;ARLET;56;0,39
00379;H;BERNAT;56;0,39
00379;D;ISABEL MARIA/ISABEL MARÍA;56;0,39
00379;D;LINA;56;0,39
00384;H;AMIR;55;0,38
00384;D;ERIKA;55;0,38
00384;D;YASMIN;55;0,38
00384;H;YASSINE;55;0,38
00388;H;AMADOU;54;0,38
00388;H;DRISS;54;0,38
00388;H;EDGAR;54;0,38
00388;D;FATIMA ZOHRA;54;0,38
00388;H;JUAN MIGUEL;54;0,38
00388;D;LEONOR;54;0,38
00388;D;MARWA;54;0,38
00388;H;VICENÇ;54;0,38
00396;D;AGNÈS;53;0,37
00396;D;CECÍLIA/CECILIA;53;0,37
00396;D;IRIS;53;0,37
00396;H;JONATAN/JONATÁN;53;0,37
00400;D;GABRIELA;52;0,36
00400;H;IBRAHIM;52;0,36
00400;D;JENNIFER;52;0,36
00400;H;MAMADOU;52;0,36
00400;D;MARIA NIEVES/MARÍA NIEVES;52;0,36
00400;D;RAMONA;52;0,36
00400;D;YASMINA;52;0,36
00407;H;AZIZ;51;0,36
00407;D;BÀRBARA/BÁRBARA;51;0,36
00407;H;ELOY;51;0,36
00407;D;GALA;51;0,36
00407;D;RAFAELA;51;0,36
00407;D;SORAYA;51;0,36
00407;H;VALENTÍN;51;0,36
00407;D;ÀNGELS;51;0,36
00415;D;IVET;50;0,35
00415;D;MARIA LLUÏSA/MARÍA LLUÏSA;50;0,35
00415;D;NATIVIDAD;50;0,35
00415;H;ZAKARIA;50;0,35
00419;D;ARACELI;49;0,34
00419;D;IKRAM;49;0,34
00419;H;QUIM;49;0,34
00422;D;AGUSTINA;48;0,34
00422;D;ALEJANDRA;48;0,34
00422;D;DIANA;48;0,34
00422;D;DINA;48;0,34
00422;H;ISIDRO;48;0,34
00422;D;MARIA ASSUMPCIÓ;48;0,34
00422;D;MARIA ROSARIO/MARÍA ROSARIO;48;0,34
00429;H;ACHRAF;47;0,33
00429;H;ADIL;47;0,33
00429;D;AMAL;47;0,33
00429;D;ANA ISABEL;47;0,33
00429;H;ISMAÏL/ISMAÍL;47;0,33
00429;H;MOISÈS/MOISÉS;47;0,33
00429;H;NABIL;47;0,33
00429;D;NAJAT;47;0,33
00429;H;SAMIR;47;0,33
00429;D;SIHAM;47;0,33
00439;H;ERNESTO;46;0,32
00439;H;MOSTAFA;46;0,32
00439;D;RITA;46;0,32
00439;H;ROC;46;0,32
00439;H;TARIK;46;0,32
00439;H;VÍCTOR MANUEL;46;0,32
00439;D;YOUSRA;46;0,32
00446;H;ABDOULAYE;45;0,31
00446;H;CÈSAR/CÉSAR;45;0,31
00446;H;ERNEST;45;0,31
00446;D;IMANE;45;0,31
00446;D;LIA/LÍA;45;0,31
00446;D;MARIA GLÒRIA/MARÍA GLORIA;45;0,31
00446;D;PURIFICACIÓN;45;0,31
00446;D;QUERALT;45;0,31
00446;D;VALÈRIA/VALERIA;45;0,31
00455;H;ABDELLATIF;44;0,31
00455;H;ARTURO;44;0,31
00455;H;EUDALD;44;0,31
00455;H;JOSÉ FRANCISCO;44;0,31
00455;H;MATEO;44;0,31
00455;D;NINA;44;0,31
00455;D;SOLEDAD;44;0,31
00455;D;VIRGÍNIA/VIRGINIA;44;0,31
00463;D;ANA BELÉN;43;0,30
00463;D;ANGELINA;43;0,30
00463;H;BRAHIM;43;0,30
00463;H;ELÍAS;43;0,30
00463;D;JAMILA;43;0,30
00463;D;MARGARIDA;43;0,30
00463;D;MARIA SOLEDAD/MARÍA SOLEDAD;43;0,30
00463;D;NOUR;43;0,30
00471;D;ISONA;42;0,29
00471;D;LARA;42;0,29
00471;D;MARIA BELÉN/MARÍA BELÉN;42;0,29
00471;D;MARIA ÀNGELA/MARÍA ÁNGELA;42;0,29
00471;H;YOUNES;42;0,29
00476;D;AINARA;41;0,29
00476;D;ASMAE;41;0,29
00476;D;AZIZA;41;0,29
00476;D;EULÀLIA/EULALIA;41;0,29
00476;D;HABIBA;41;0,29
00476;H;ILYAS;41;0,29
00476;D;LOLA;41;0,29
00476;H;YAHYA;41;0,29
00484;D;ALÈXIA/ALEXIA;40;0,28
00484;D;ANAÍS/ANAÏS/ANAIS;40;0,28
00484;H;CRISTÓBAL;40;0,28
00484;H;JOSÉ RAMON/JOSÉ RAMÓN;40;0,28
00484;H;LUIS MIGUEL;40;0,28
00484;D;MARIA LUZ/MARÍA LUZ;40;0,28
00484;H;RAFEL;40;0,28
00491;H;ABDELILAH;39;0,27
00491;H;ALFONS;39;0,27
00491;D;GINA;39;0,27
00491;D;JANNAT;39;0,27
00491;H;JEAN PIERRE;39;0,27
00491;H;OUSSAMA;39;0,27
00491;D;REMEI;39;0,27
00498;D;AMIRA;38;0,27
00498;H;CARLOS ALBERTO;38;0,27
00498;D;CATERINA;38;0,27
00498;D;CHLOE/CHLÓE;38;0,27
00498;D;ELISENDA;38;0,27
00498;D;ESTEL;38;0,27
00498;D;EUGÈNIA/EUGENIA;38;0,27
00498;H;FOUAD;38;0,27
00498;D;HAFIDA;38;0,27
00498;H;JUAN LUIS;38;0,27
00498;D;MARIA EUGÈNIA/MARÍA EUGENIA;38;0,27
00498;D;MARIA MAGDALENA/MARÍA MAGDALENA;38;0,27
00498;D;MILAGROS;38;0,27
00498;H;PATRICK;38;0,27
00498;D;ROSALIA/ROSALÍA;38;0,27
00498;H;SIMON/SIMÓN;38;0,27
00514;D;AMÈLIA/AMELIA;37;0,26
00514;H;AXEL;37;0,26
00514;H;DYLAN;37;0,26
00514;D;DÚNIA/DUNIA;37;0,26
00514;H;EUGENIO;37;0,26
00514;D;FÀTIMA ZAHRA/FÁTIMA ZAHRA;37;0,26
00514;H;GERMÁN;37;0,26
00514;D;LOUBNA;37;0,26
00514;D;NICOLE;37;0,26
00514;H;ROMAN/ROMÁN;37;0,26
00514;D;SANAE;37;0,26
00514;H;SEBASTIÀ;37;0,26
00526;H;BOUBACAR;36;0,25
00526;D;FATNA;36;0,25
00526;D;HAYAT;36;0,25
00526;H;IGNASI;36;0,25
00526;H;IMRAN;36;0,25
00526;D;KAOUTAR;36;0,25
00526;D;MARIAMA;36;0,25
00526;D;MARYAM;36;0,25
00526;D;MIA;36;0,25
00526;H;OUSMANE;36;0,25
00526;D;REBECA;36;0,25
00526;D;SUSANNA;36;0,25
00538;D;ELIZABETH;35;0,24
00538;D;FATOUMATA;35;0,24
00538;D;GUADALUPE;35;0,24
00538;H;MUHAMMAD;35;0,24
00538;D;PIEDAD;35;0,24
00538;D;VICENTA;35;0,24
00544;D;ESTELA;34;0,24
00544;D;FARAH;34;0,24
00544;H;FEDERICO;34;0,24
00544;H;GREGORIO;34;0,24
00544;H;ION;34;0,24
00544;H;MICHEL;34;0,24
00544;H;NIZAR;34;0,24
00544;D;ZOÈ/ZOÉ/ZOE;34;0,24
00552;H;ABDELHAK;33;0,23
00552;D;CHAIMAE;33;0,23
00552;D;JACQUELINE;33;0,23
00552;D;MARIA INMACULADA/MARÍA INMACULADA;33;0,23
00552;D;MARIA PAZ/MARÍA PAZ;33;0,23
00552;D;PETRA;33;0,23
00552;H;SAMBA;33;0,23
00559;H;ABDERRAHMAN;32;0,22
00559;D;AINOA;32;0,22
00559;D;AITANA;32;0,22
00559;H;ANTONIO JOSÉ;32;0,22
00559;H;ENZO;32;0,22
00559;D;FLORENTINA;32;0,22
00559;D;LEIRE;32;0,22
00559;D;MARIA DEL ROSARIO/MARÍA DEL ROSARIO;32;0,22
00559;H;VASILE;32;0,22
00559;H;YOUNESS;32;0,22
00569;H;ALAN;31;0,22
00569;H;ANASS;31;0,22
00569;D;AROA;31;0,22
00569;D;ASCENSION/ASCENSIÓN;31;0,22
00569;H;BLAI;31;0,22
00569;D;ELNA;31;0,22
00569;H;GONZALO;31;0,22
00569;D;IBTISSAM;31;0,22
00569;H;JAOUAD;31;0,22
00569;H;LLORENÇ;31;0,22
00569;D;LLUÏSA;31;0,22
00569;D;NAOUAL;31;0,22
00569;H;NOUREDDINE;31;0,22
00569;H;PEP;31;0,22
00569;D;SAMIA;31;0,22
00584;H;ANOUAR;30;0,21
00584;H;EMILI;30;0,21
00584;H;FREDERIC;30;0,21
00584;D;HERMÍNIA/HERMINIA;30;0,21
00584;D;JORDINA;30;0,21
00584;H;MOUNIR;30;0,21
00584;D;NABILA;30;0,21
00584;D;NAIARA;30;0,21
00584;D;RABIA;30;0,21
00584;D;THAÍS/THAIS;30;0,21
00584;D;VERA;30;0,21
00595;H;ABDELKARIM;29;0,20
00595;D;CONSOL;29;0,20
00595;D;ILHAM;29;0,20
00595;H;JOSÉ ÀNGEL/JOSÉ ÁNGEL;29;0,20
00595;H;JUAN RAMON/JUAN RAMÓN;29;0,20
00595;D;LILIANA;29;0,20
00595;D;MARIA NEUS/MARÍA NEUS;29;0,20
00595;D;MERIEM;29;0,20
00595;H;MICHAEL;29;0,20
00595;H;MOURAD;29;0,20
00595;D;NOURA;29;0,20
00595;H;RODRIGO;29;0,20
00595;D;SAFAE;29;0,20
00595;D;SARAY;29;0,20
00595;H;SERGEY;29;0,20
00595;D;ZAHRA;29;0,20
00611;H;ABRAHAM;28;0,20
00611;H;ALAIN;28;0,20
00611;H;GHEORGHE;28;0,20
00611;D;HOUDA;28;0,20
00611;H;JOAN CARLES;28;0,20
00611;D;JULIANA;28;0,20
00611;H;KAMAL;28;0,20
00611;H;LEONARDO;28;0,20
00611;H;MARCO;28;0,20
00611;D;MARIA FRANCISCA/MARÍA FRANCISCA;28;0,20
00611;H;MATÍAS;28;0,20
00611;H;MOUAD;28;0,20
00611;D;NAIA;28;0,20
00611;H;SAAD;28;0,20
00611;H;SOUFIAN;28;0,20
00611;H;WALID;28;0,20
00611;D;YASMINE;28;0,20
00628;H;ABDELALI;27;0,19
00628;H;ABDESSAMAD;27;0,19
00628;H;AMIN;27;0,19
00628;H;DAMIÀ;27;0,19
00628;H;FRANCISCO MANUEL;27;0,19
00628;D;INAS;27;0,19
00628;H;JOSEP LLUÍS;27;0,19
00628;H;JOSÉ CARLOS;27;0,19
00628;H;KHALIL;27;0,19
00628;D;MARIA ENCARNACIÓN/MARÍA ENCARNACIÓN;27;0,19
00628;D;MARIBEL;27;0,19
00628;D;SHEILA;27;0,19
00640;D;ADA;26;0,18
00640;H;AKRAM;26;0,18
00640;D;ANABEL;26;0,18
00640;H;ARTUR;26;0,18
00640;D;BASMA;26;0,18
00640;D;BELÉN;26;0,18
00640;H;FELIP;26;0,18
00640;D;HALIMA;26;0,18
00640;D;IRYNA;26;0,18
00640;H;IU/ÏU;26;0,18
00640;H;JUAN PABLO;26;0,18
00640;D;JUANA MARIA/JUANA MARÍA;26;0,18
00640;H;LUIS FERNANDO;26;0,18
00640;H;MAHAMADOU;26;0,18
00640;D;MARIA CRUZ/MARÍA CRUZ;26;0,18
00640;D;MARIA ESTHER/MARÍA ESTHER;26;0,18
00640;D;MARIA NÚRIA/MARÍA NURIA;26;0,18
00640;D;NAYARA;26;0,18
00640;D;OLÍVIA/OLIVIA;26;0,18
00640;H;SAMI;26;0,18
00640;H;VOLODYMYR;26;0,18
00661;H;ABDELHAMID;25;0,17
00661;D;ADELINA;25;0,17
00661;H;ALEXIS;25;0,17
00661;D;ANASTÀSIA/ANASTASIA;25;0,17
00661;H;BENITO;25;0,17
00661;H;DAMIÁN;25;0,17
00661;H;DENÍS/DENIS;25;0,17
00661;H;EL HASSAN;25;0,17
00661;D;ENGRACIA;25;0,17
00661;D;HIBA;25;0,17
00661;H;ILÍAS;25;0,17
00661;H;IMAD;25;0,17
00661;H;JACINTO;25;0,17
00661;H;JOFRE;25;0,17
00661;D;LEILA;25;0,17
00661;H;LUIS ALBERTO;25;0,17
00661;D;LYDIA;25;0,17
00661;H;MARIAN;25;0,17
00661;H;MOHAMED AMIN;25;0,17
00661;D;NADA;25;0,17
