# Noms de la població. 2020
# Gironès
# Font: Idescat, a partir del Registre de Població de Catalunya.
# Nota: ‰ calculat sobre el total de la població a la dècada seleccionada.
# Nota: Només es mostren els noms de freqüència igual o superior a 4.
# Institut d'Estadística de Catalunya
# http://www.idescat.cat/noms/?sexe=0&res=d20
# Pos.;Sexe;Nom;Rànquing. Freqüència;Rànquing. ‰
00222;D;MARIA JESÚS/MARÍA JESÚS;150;0,78
00223;H;ALFONSO;147;0,76
00223;H;MUSA;147;0,76
00223;D;VALENTINA;147;0,76
00226;H;HUGO;146;0,75
00227;D;SOFÍA/SOFIA;145;0,75
00227;D;VANESA;145;0,75
00229;D;JOAQUINA;144;0,74
00230;H;MARCOS;142;0,73
00231;D;MARIA ASUNCIÓN/MARÍA ASUNCIÓN;141;0,73
00231;D;MARIA ELENA/MARÍA ELENA;141;0,73
00233;D;EMÍLIA/EMILIA;139;0,72
00233;D;MAGDALENA;139;0,72
00233;D;MARIA JOSEFA/MARÍA JOSEFA;139;0,72
00233;D;ÈLIA/ELIA;139;0,72
00237;H;IKER;138;0,71
00238;D;MARIA ANTONIA/MARÍA ANTONIA;134;0,69
00239;H;IGNASI;133;0,69
00239;D;IVET;133;0,69
00239;H;ROBERTO;133;0,69
00242;D;AINHOA;132;0,68
00243;H;MUSTAPHA;130;0,67
00243;H;RACHID;130;0,67
00245;H;AGUSTÍN;128;0,66
00245;D;ARLET;128;0,66
00245;D;BEATRIZ;128;0,66
00245;H;VICENTE;128;0,66
00249;H;SEBASTIAN/SEBASTIÁN;127;0,66
00250;D;MARIA CRISTINA/MARÍA CRISTINA;126;0,65
00251;D;FRANCESCA;124;0,64
00251;D;IRINA;124;0,64
00251;D;MÀRIAM/MARIAM;124;0,64
00251;D;NOÈLIA/NOELIA;124;0,64
00255;D;ADRIANA;123;0,64
00256;H;GENÍS;122;0,63
00257;D;NÀDIA/NADIA;121;0,63
00258;D;BRUNA;120;0,62
00259;D;ENRIQUETA;119;0,61
00260;D;CARLOTA;118;0,61
00260;D;CÈLIA/CELIA;118;0,61
00260;D;GEORGINA;118;0,61
00263;H;DÍDAC;117;0,60
00263;H;MARTÍN;117;0,60
00265;D;INÉS;115;0,59
00265;D;NEREA;115;0,59
00265;D;ÁNGELES;115;0,59
00268;D;BLANCA;114;0,59
00268;D;JOAQUIMA;114;0,59
00270;D;LUISA;113;0,58
00270;H;MAMADOU;113;0,58
00270;D;MARIA LLUÏSA/MARÍA LLUÏSA;113;0,58
00273;D;KHADIJA;112;0,58
00273;D;MARIA MONTSERRAT/MARÍA MONTSERRAT;112;0,58
00275;H;AITOR;111;0,57
00276;D;AYA;110;0,57
00276;D;MARIA MERCEDES/MARÍA MERCEDES;110;0,57
00278;D;AURORA;109;0,56
00278;D;DANIELA;109;0,56
00278;H;ÀYOUB/ÁYOUB;109;0,56
00281;D;EVA MARIA/EVA MARÍA;108;0,56
00281;H;HASSAN;108;0,56
00281;H;JULIÁN;108;0,56
00281;H;MARCEL;108;0,56
00281;H;MAX;108;0,56
00286;D;QUERALT;107;0,55
00287;D;CONSUELO;106;0,55
00287;H;ESTEVE;106;0,55
00287;D;MARIANA;106;0,55
00290;D;NOA;105;0,54
00291;H;ABDELKADER;103;0,53
00291;D;ESTEFANIA/ESTEFANÍA;103;0,53
00293;D;ELSA;102;0,53
00293;D;MARIAMA;102;0,53
00293;D;NOEMÍ/NOEMI;102;0,53
00296;H;FÈLIX/FÉLIX;101;0,52
00296;D;LIA/LÍA;101;0,52
00296;D;TRINIDAD;101;0,52
00299;D;JÈSSICA/JESSICA;100;0,52
00299;H;MARIO;100;0,52
00299;H;NICOLÀS/NICOLÁS;100;0,52
00302;D;HAWA;99;0,51
00302;H;IZAN;99;0,51
00304;H;RAYAN;98;0,51
00305;H;ABEL;97;0,50
00306;D;ELVIRA;96;0,50
00306;D;ESTEL;96;0,50
00306;D;MARIA LOURDES/MARÍA LOURDES;96;0,50
00309;H;IBRAHIM;95;0,49
00310;H;JUAN FRANCISCO;94;0,49
00311;D;SUSANNA;93;0,48
00312;D;ASUNCIÓN;92;0,48
00312;H;FRANCISCO JOSÉ;92;0,48
00312;D;MARIA ASSUMPCIÓ;92;0,48
00312;D;RAMONA;92;0,48
00312;H;ROC;92;0,48
00312;D;ROCÍO;92;0,48
00318;H;ESTEBAN;91;0,47
00319;H;AGUSTÍ;90;0,47
00319;H;EDGAR;90;0,47
00319;D;MARIA ÀNGELA/MARÍA ÁNGELA;90;0,47
00322;D;AMINATA;89;0,46
00323;H;MOUSSA;88;0,45
00324;H;ÁLVARO;87;0,45
00325;H;CHRISTIAN;86;0,44
00325;H;DOMINGO;86;0,44
00325;D;SALMA;86;0,44
00325;H;YASSINE;86;0,44
00329;D;ARACELI;85;0,44
00329;D;ESPERANZA;85;0,44
00329;H;MIMOUN;85;0,44
00329;D;REMEDIOS;85;0,44
00333;D;AICHA;83;0,43
00334;D;ELISA;82;0,42
00335;D;ALÈXIA/ALEXIA;81;0,42
00335;H;BAKARY;81;0,42
00335;H;IGNACIO;81;0,42
00335;D;MARIA VICTÒRIA/MARÍA VICTORIA;81;0,42
00335;D;RUTH;81;0,42
00340;D;AMPARO;80;0,41
00340;H;EBRIMA;80;0,41
00340;H;KEVIN;80;0,41
00340;H;LUCAS;80;0,41
00340;H;SAMUEL;80;0,41
00345;H;ABDELLAH;79;0,41
00345;D;GINA;79;0,41
00345;H;JULIO;79;0,41
00345;H;KHALID;79;0,41
00345;D;LORENA;79;0,41
00345;D;MALAK;79;0,41
00345;D;MALIKA;79;0,41
00345;D;NAIMA;79;0,41
00353;D;ELISABETH;78;0,40
00353;H;HAMZA;78;0,40
00353;H;IAN;78;0,40
00353;H;IBRAHIMA;78;0,40
00353;D;RITA;78;0,40
00358;H;AARON/AARÓN;77;0,40
00358;D;ELISENDA;77;0,40
00358;D;FATOU;77;0,40
00358;D;MARGARIDA;77;0,40
00358;D;MARÍA DE LOS ÁNGELES;77;0,40
00363;H;BRUNO;75;0,39
00363;H;CRISTÓBAL;75;0,39
00363;D;GISELA;75;0,39
00363;H;UNAI;75;0,39
00367;D;ALEJANDRA;74;0,38
00367;H;ELOY;74;0,38
00367;D;FATIHA;74;0,38
00367;H;HÈCTOR/HÉCTOR;74;0,38
00367;H;LLORENÇ;74;0,38
00367;D;MARIA EUGÈNIA/MARÍA EUGENIA;74;0,38
00367;H;ZAKARIA;74;0,38
00374;D;AMINA;73;0,38
00374;H;BILAL;73;0,38
00374;D;TAMARA;73;0,38
00374;D;VANESSA;73;0,38
00378;H;AMADOU;72;0,37
00378;H;JOSÉ MIGUEL;72;0,37
00378;H;MOISÈS/MOISÉS;72;0,37
00378;D;PURIFICACIÓN;72;0,37
00378;H;QUIM;72;0,37
00383;D;AFRA;71;0,37
00383;H;FELIPE;71;0,37
00383;H;HICHAM;71;0,37
00383;D;RACHIDA;71;0,37
00383;D;SAMIRA;71;0,37
00383;D;SOLEDAD;71;0,37
00389;H;ERIK;70;0,36
00389;H;ERNEST;70;0,36
00389;D;KARIMA;70;0,36
00392;D;ADELA;69;0,36
00392;H;JONATAN/JONATÁN;69;0,36
00392;D;MARIA NIEVES/MARÍA NIEVES;69;0,36
00395;H;LORENZO;68;0,35
00395;D;MARIA CONCEPCIÓN/MARÍA CONCEPCIÓN;68;0,35
00395;D;MATILDE;68;0,35
00398;H;GUILLERMO;67;0,35
00398;D;RAFAELA;67;0,35
00398;D;SAIDA;67;0,35
00401;H;ABDELAZIZ;66;0,34
00401;H;AYMAN;66;0,34
00401;D;DIANA;66;0,34
00401;H;EUDALD;66;0,34
00401;H;LAMIN;66;0,34
00401;D;MARIA NÚRIA/MARÍA NURIA;66;0,34
00401;H;MUHAMADOU;66;0,34
00408;D;ANA ISABEL;65;0,34
00408;D;ANGELINA;65;0,34
00410;D;CONSOL;64;0,33
00410;H;LEO;64;0,33
00410;D;MARIA DEL ROSER/MARÍA DEL ROSER;64;0,33
00410;D;MARIA GRÀCIA/MARÍA GRACIA;64;0,33
00410;H;MARIANO;64;0,33
00410;H;MATEO;64;0,33
00410;D;NATIVIDAD;64;0,33
00410;D;TATIANA;64;0,33
00418;H;ANAS/ANÁS;63;0,33
00418;D;EULÀLIA/EULALIA;63;0,33
00418;D;PIEDAD;63;0,33
00421;D;AGNÈS;62;0,32
00421;H;ISMAÏL/ISMAÍL;62;0,32
00421;H;JAMAL;62;0,32
00424;D;ELNA;61;0,32
00424;H;MARÇAL;61;0,32
00426;D;ANA BELÉN;60;0,31
00426;H;GRAU;60;0,31
00426;D;JÈSICA/JESICA;60;0,31
00426;D;MARIA NEUS/MARÍA NEUS;60;0,31
00426;D;MARIA ROSARIO/MARÍA ROSARIO;60;0,31
00431;H;ILYAS;59;0,30
00431;D;MARIA GLÒRIA/MARÍA GLORIA;59;0,30
00431;D;VIRGÍNIA/VIRGINIA;59;0,30
00431;H;YOUNES;59;0,30
00435;H;KARIM;58;0,30
00435;D;LINA;58;0,30
00435;H;OUSSAMA;58;0,30
00435;H;VÍCTOR MANUEL;58;0,30
00439;H;AZIZ;57;0,29
00439;D;ESTRELLA;57;0,29
00439;H;FEDERICO;57;0,29
00439;D;HANANE;57;0,29
00439;D;MARIA SOLEDAD/MARÍA SOLEDAD;57;0,29
00439;D;VALÈRIA/VALERIA;57;0,29
00445;H;ABDOULAYE;56;0,29
00445;D;CECÍLIA/CECILIA;56;0,29
00445;D;CHLOE/CHLÓE;56;0,29
00445;H;EMILI;56;0,29
00445;H;GONZALO;56;0,29
00445;D;IKRAM;56;0,29
00445;D;JAMILA;56;0,29
00445;H;JOFRE;56;0,29
00445;H;PEP;56;0,29
00454;D;AMÈLIA/AMELIA;55;0,28
00454;D;HAYAT;55;0,28
00454;D;SIRA;55;0,28
00457;H;DRISS;54;0,28
00457;D;EUGÈNIA/EUGENIA;54;0,28
00457;H;HAMID;54;0,28
00457;D;NIEVES;54;0,28
00457;H;SAMBA;54;0,28
00457;H;SAMIR;54;0,28
00457;D;YASMINA;54;0,28
00464;H;ALFONS;53;0,27
00464;D;FATUMATA;53;0,27
00464;H;ISIDRO;53;0,27
00464;D;JENNIFER;53;0,27
00464;H;JUAN RAMON/JUAN RAMÓN;53;0,27
00464;D;LEONOR;53;0,27
00464;H;VICENÇ;53;0,27
00464;D;YAMINA;53;0,27
00472;H;BLAI;52;0,27
00472;D;CATERINA;52;0,27
00472;H;JONATHAN;52;0,27
00472;D;MARWA;52;0,27
00476;D;AMÀLIA/AMALIA;51;0,26
00476;H;ION;51;0,26
00476;D;ISATOU;51;0,26
00476;H;JOSEP LLUÍS;51;0,26
00476;D;JÈNIFER/JENIFER;51;0,26
00476;H;MATEU;51;0,26
00476;D;NINA;51;0,26
00483;H;ADAMA;50;0,26
00483;D;MIA;50;0,26
00483;D;REMEI;50;0,26
00486;H;ALFREDO;49;0,25
00486;D;CARINA;49;0,25
00486;D;CORAL;49;0,25
00486;D;LARA;49;0,25
00486;H;VASILE;49;0,25
00491;H;ALEXANDER;48;0,25
00491;D;AMIRA;48;0,25
00491;D;ANAÍS/ANAÏS/ANAIS;48;0,25
00491;D;ASCENSION/ASCENSIÓN;48;0,25
00491;H;CÈSAR/CÉSAR;48;0,25
00496;H;ABDERRAHIM;47;0,24
00496;H;BRAHIM;47;0,24
00496;H;GHEORGHE;47;0,24
00496;H;JOSÉ RAMON/JOSÉ RAMÓN;47;0,24
00496;D;MARIA INMACULADA/MARÍA INMACULADA;47;0,24
00496;D;SHEILA;47;0,24
00496;D;SIHAM;47;0,24
00503;H;ARAN/ARÁN;46;0,24
00503;D;ASMAE;46;0,24
00503;D;BÀRBARA/BÁRBARA;46;0,24
00503;D;DINA;46;0,24
00503;D;IMAN;46;0,24
00503;D;LAILA;46;0,24
00503;D;MARIA BELÉN/MARÍA BELÉN;46;0,24
00503;D;MARIA DELS ÀNGELS;46;0,24
00503;D;MILAGROS;46;0,24
00503;D;REBECA;46;0,24
00513;D;AROA;45;0,23
00513;D;BOUCHRA;45;0,23
00513;H;CARLOS ALBERTO;45;0,23
00513;D;ERIKA;45;0,23
00513;D;HAJAR;45;0,23
00513;D;IRIA/IRÍA;45;0,23
00513;D;IRIS;45;0,23
00513;H;LIAM;45;0,23
00513;D;LLUÏSA;45;0,23
00522;D;DÚNIA/DUNIA;44;0,23
00522;D;GALA;44;0,23
00522;H;GREGORIO;44;0,23
00522;H;MATÍAS;44;0,23
00522;D;NAJAT;44;0,23
00522;H;OUSMANE;44;0,23
00522;D;ROSALIA/ROSALÍA;44;0,23
00522;H;VALENTÍN;44;0,23
00530;H;ABDELILAH;43;0,22
00530;H;ABDELKARIM;43;0,22
00530;D;BELÉN;43;0,22
00530;H;DYLAN;43;0,22
00530;D;JORDINA;43;0,22
00530;D;LATIFA;43;0,22
00530;D;SORAYA;43;0,22
00537;D;AITANA;42;0,22
00537;H;AXEL;42;0,22
00537;D;CHAYMAE;42;0,22
00537;D;HAFIDA;42;0,22
00537;D;MARIA FERNANDA/MARÍA FERNANDA;42;0,22
00537;D;MARIA MAGDALENA/MARÍA MAGDALENA;42;0,22
00537;D;OLÍVIA/OLIVIA;42;0,22
00537;D;SAFAE;42;0,22
00537;D;SANAE;42;0,22
00537;D;SOUAD;42;0,22
00537;H;SOUFIANE;42;0,22
00537;D;ZAHRA;42;0,22
00549;D;AMAL;41;0,21
00549;H;DAMIÀ;41;0,21
00549;H;ERNESTO;41;0,21
00549;D;IVETTE;41;0,21
00549;H;JOSÉ FRANCISCO;41;0,21
00549;D;JULIANA;41;0,21
00549;H;LUCÀ;41;0,21
00549;D;MARIA FRANCISCA/MARÍA FRANCISCA;41;0,21
00549;D;VIOLETA;41;0,21
00558;D;AISSATOU;40;0,21
00558;D;HANAN;40;0,21
00558;D;IMANE;40;0,21
00558;H;JOSÉ CARLOS;40;0,21
00558;D;LOLA;40;0,21
00558;H;MARIAN;40;0,21
00558;H;SOULEYMANE;40;0,21
00558;H;YASSIN;40;0,21
00566;D;BINTOU;39;0,20
00566;H;BRU;39;0,20
00566;D;HALIMA;39;0,20
00566;H;IOAN;39;0,20
00566;H;JUAN LUIS;39;0,20
00566;D;MARIA LUZ/MARÍA LUZ;39;0,20
00566;H;MIQUEL ÀNGEL/MIQUEL ÁNGEL;39;0,20
00573;H;ADIL;38;0,20
00573;D;AGUSTINA;38;0,20
00573;D;AINARA;38;0,20
00573;H;ANTONIO JOSÉ;38;0,20
00573;D;GABRIELA;38;0,20
00573;H;IBAN;38;0,20
00573;D;ISONA;38;0,20
00573;D;YOUSRA;38;0,20
00581;H;ABDESLAM;37;0,19
00581;D;ASSUMPCIÓ;37;0,19
00581;H;FRANCISCO MANUEL;37;0,19
00581;H;GERMÁN;37;0,19
00581;H;ISSA;37;0,19
00581;D;LEIRE;37;0,19
00581;H;LUIS ALBERTO;37;0,19
00581;H;MARCO ANTONIO;37;0,19
00581;D;MARIA CONCEPCIÓ;37;0,19
00581;H;MOHAMADOU;37;0,19
00581;H;MOHAMED AMINE;37;0,19
00581;H;MÀRIUS;37;0,19
00581;H;NABIL;37;0,19
00581;H;OUMAR;37;0,19
00581;H;OUSMAN;37;0,19
00581;D;THAÍS/THAIS;37;0,19
00581;D;ÀNGELS;37;0,19
00598;D;AINOA;36;0,19
00598;H;AMIR;36;0,19
00598;D;ASTRID;36;0,19
00598;D;FATNA;36;0,19
00598;D;FELISA;36;0,19
00598;H;FERMÍN;36;0,19
00598;D;FIONA;36;0,19
00598;H;GUIM;36;0,19
00598;H;IMRAN;36;0,19
00598;D;ISABEL MARIA/ISABEL MARÍA;36;0,19
00598;H;JUAN MARIA/JUAN MARÍA;36;0,19
00609;H;ACHRAF;35;0,18
00609;D;AMANDA;35;0,18
00609;H;BORJA;35;0,18
00609;H;DEMBO;35;0,18
00609;D;DESIRÉE;35;0,18
00609;D;FADMA;35;0,18
00609;D;FINA;35;0,18
00609;D;ILHAM;35;0,18
00609;D;IONA;35;0,18
00609;H;ISIDRE;35;0,18
00609;D;ISRAE;35;0,18
00609;H;JOSÉ ÀNGEL/JOSÉ ÁNGEL;35;0,18
00609;D;LORETO;35;0,18
00609;H;MOURAD;35;0,18
00609;H;ROMAN/ROMÁN;35;0,18
00609;D;RUT;35;0,18
00625;H;ABDOULIE;34;0,18
00625;D;ADORACIÓN;34;0,18
00625;H;BENET;34;0,18
00625;D;BINTA;34;0,18
00625;H;BOUBACAR;34;0,18
00625;H;ENZO;34;0,18
00625;H;JUAN MIGUEL;34;0,18
00625;D;MARIA DEL ROSARIO/MARÍA DEL ROSARIO;34;0,18
00625;D;NAYARA;34;0,18
00625;D;NICOLE;34;0,18
00625;H;YAHYA;34;0,18
00625;D;ÀFRICA/ÁFRICA;34;0,18
00637;H;ABRAHAM;33;0,17
00637;D;ALINA;33;0,17
00637;D;FARAH;33;0,17
00637;D;FLORA;33;0,17
00637;D;FÀTIMA ZAHRA/FÁTIMA ZAHRA;33;0,17
00637;D;GUADALUPE;33;0,17
00637;H;IMAD;33;0,17
00637;H;JOSÉ IGNACIO;33;0,17
00637;H;MARCO;33;0,17
00637;H;MHAMED;33;0,17
00637;D;NOUR;33;0,17
00637;D;RAHMA;33;0,17
00637;D;SALVADORA;33;0,17
00637;D;SARAY;33;0,17
00637;H;TEO;33;0,17
00652;H;ARTUR;32;0,17
00652;D;AURÈLIA/AURELIA;32;0,17
00652;D;AZIZA;32;0,17
00652;H;EL HASSAN;32;0,17
00652;H;EUGENIO;32;0,17
00652;H;GAEL;32;0,17
00652;D;GEMA;32;0,17
00652;H;JOSEP ANTONI;32;0,17
00652;H;JUAN PABLO;32;0,17
00652;H;KILIAN;32;0,17
00652;D;MARIA MAR/MARÍA MAR;32;0,17
00652;D;MARYAM;32;0,17
00652;H;MUHAMMAD;32;0,17
00652;D;NAIA;32;0,17
00652;H;NICOLAE;32;0,17
00652;H;SAIKOU;32;0,17
00652;H;SULAYMAN;32;0,17
00652;H;VICTORIANO;32;0,17
00652;D;ZOÈ/ZOÉ/ZOE;32;0,17
00671;H;AKRAM;31;0,16
00671;H;ALAN;31;0,16
00671;H;AMIN;31;0,16
00671;D;BEGOÑA;31;0,16
00671;D;BINTU;31;0,16
00671;H;BLAS;31;0,16
00671;H;IU/ÏU;31;0,16
00671;H;JULI;31;0,16
00671;D;LEYRE;31;0,16
