# Noms de la població. 2020
# Selva
# Font: Idescat, a partir del Registre de Població de Catalunya.
# Nota: ‰ calculat sobre el total de la població a la dècada seleccionada.
# Nota: Només es mostren els noms de freqüència igual o superior a 4.
# Institut d'Estadística de Catalunya
# http://www.idescat.cat/noms/?sexe=0&res=d34
# Pos.;Sexe;Nom;Rànquing. Freqüència;Rànquing. ‰
00245;D;MARIA CRISTINA/MARÍA CRISTINA;121;0,70
00247;H;ALEXANDRE;120;0,70
00247;D;VALENTINA;120;0,70
00249;H;MARTÍN;119;0,69
00250;D;ELSA;118;0,68
00251;D;VANESA;116;0,67
00252;H;ERIK;114;0,66
00253;D;AIDA/AÏDA/AÍDA;113;0,66
00253;H;NICOLÀS/NICOLÁS;113;0,66
00253;D;NOEMÍ/NOEMI;113;0,66
00256;D;CONCEPCIÓ;112;0,65
00256;H;JULIO;112;0,65
00256;D;MARIA ASUNCIÓN/MARÍA ASUNCIÓN;112;0,65
00259;H;ANIOL;111;0,64
00260;H;HÈCTOR/HÉCTOR;110;0,64
00261;D;IRIS;109;0,63
00262;H;DÍDAC;107;0,62
00262;D;LORENA;107;0,62
00262;D;ROCÍO;107;0,62
00265;D;IVET;105;0,61
00265;H;MUSA;105;0,61
00267;H;ABEL;104;0,60
00267;H;KEVIN;104;0,60
00267;D;MARIA ELENA/MARÍA ELENA;104;0,60
00270;H;YOUSSEF;103;0,60
00271;D;ESTEFANIA/ESTEFANÍA;102;0,59
00272;H;DOMINGO;101;0,59
00272;D;HELENA;101;0,59
00272;H;JONATAN/JONATÁN;101;0,59
00275;D;XÈNIA/XENIA;100;0,58
00275;H;ÁLVARO;100;0,58
00277;H;CHRISTIAN;99;0,57
00277;D;NÀDIA/NADIA;99;0,57
00277;H;SAMUEL;99;0,57
00280;D;REMEDIOS;98;0,57
00281;D;CÈLIA/CELIA;96;0,56
00282;D;ELVIRA;95;0,55
00283;H;IAN;94;0,54
00284;D;ENRIQUETA;93;0,54
00284;D;MARIA MERCÈ/MARÍA MERCÈ;93;0,54
00284;D;PURIFICACIÓN;93;0,54
00287;H;LUCAS;92;0,53
00288;D;ARLET;91;0,53
00288;H;CRISTÓBAL;91;0,53
00288;H;LORENZO;91;0,53
00288;D;MARIA VICTÒRIA/MARÍA VICTORIA;91;0,53
00288;D;MARIA ÀNGELA/MARÍA ÁNGELA;91;0,53
00293;D;ARACELI;90;0,52
00293;D;ESTEL;90;0,52
00293;H;LLUC;90;0,52
00296;H;EDGAR;89;0,52
00296;D;ELISABETH;89;0,52
00296;H;ESTEVE;89;0,52
00296;H;JUAN FRANCISCO;89;0,52
00296;D;RAMONA;89;0,52
00301;H;BERNAT;88;0,51
00301;D;TRINIDAD;88;0,51
00301;D;ÈLIA/ELIA;88;0,51
00304;D;FRANCESCA;87;0,50
00304;D;MARIA MONTSERRAT/MARÍA MONTSERRAT;87;0,50
00304;D;TAMARA;87;0,50
00307;H;ALI/ALÍ;86;0,50
00307;H;MAX;86;0,50
00309;D;AMPARO;85;0,49
00309;D;IMMACULADA;85;0,49
00311;D;DIANA;84;0,49
00311;D;MARÍA DE LOS ÁNGELES;84;0,49
00313;H;SAID/SAÏD;83;0,48
00314;D;ADRIANA;82;0,48
00314;D;INÉS;82;0,48
00314;D;JOAQUIMA;82;0,48
00314;H;JOSÉ MIGUEL;82;0,48
00314;D;MARIA CONCEPCIÓN/MARÍA CONCEPCIÓN;82;0,48
00314;D;RAFAELA;82;0,48
00320;D;CARLOTA;81;0,47
00320;D;GISELA;81;0,47
00320;H;MARCEL;81;0,47
00320;D;MATILDE;81;0,47
00324;D;ANA ISABEL;80;0,46
00324;D;ELISA;80;0,46
00324;H;IGNACIO;80;0,46
00327;D;ASUNCIÓN;78;0,45
00327;D;JENNIFER;78;0,45
00329;D;VALÈRIA/VALERIA;77;0,45
00329;H;VLADIMIR;77;0,45
00331;D;BLANCA;76;0,44
00331;D;CONSUELO;76;0,44
00331;D;ESPERANZA;76;0,44
00331;D;SHEILA;76;0,44
00335;D;ANA BELÉN;74;0,43
00335;D;GEORGINA;74;0,43
00335;D;MIA;74;0,43
00338;H;BRUNO;73;0,42
00338;H;JONATHAN;73;0,42
00338;D;RUTH;73;0,42
00338;H;VALENTÍN;73;0,42
00342;D;FATOUMATA;72;0,42
00342;H;GUILLERMO;72;0,42
00342;D;MARIANA;72;0,42
00342;D;NATIVIDAD;72;0,42
00342;H;UNAI;72;0,42
00347;H;ALAN;71;0,41
00347;H;ALFREDO;71;0,41
00347;H;FELIPE;71;0,41
00347;H;GREGORIO;71;0,41
00347;H;MOISÈS/MOISÉS;71;0,41
00347;H;NARCISO;71;0,41
00353;H;AGUSTÍ;70;0,41
00353;D;AROA;70;0,41
00353;D;LEONOR;70;0,41
00353;H;MARIANO;70;0,41
00353;H;VASILE;70;0,41
00358;D;AMÀLIA/AMALIA;69;0,40
00358;H;ELOY;69;0,40
00358;H;JOSÉ RAMON/JOSÉ RAMÓN;69;0,40
00358;D;MARIA LOURDES/MARÍA LOURDES;69;0,40
00362;H;BENITO;67;0,39
00362;D;ISABEL MARIA/ISABEL MARÍA;67;0,39
00362;H;ISIDRO;67;0,39
00362;D;MARGARIDA;67;0,39
00366;D;ALÈXIA/ALEXIA;66;0,38
00366;H;EBRIMA;66;0,38
00366;D;EULÀLIA/EULALIA;66;0,38
00366;H;JUAN MIGUEL;66;0,38
00366;D;SVETLANA;66;0,38
00371;H;IGNASI;65;0,38
00371;D;NAIARA;65;0,38
00371;H;RACHID;65;0,38
00371;H;ROMAN/ROMÁN;65;0,38
00375;D;MÀRIAM/MARIAM;64;0,37
00375;D;RITA;64;0,37
00375;H;SERGEY;64;0,37
00375;H;ÀYOUB/ÁYOUB;64;0,37
00379;D;EKATERINA;63;0,37
00379;D;SALMA;63;0,37
00381;H;IGOR;62;0,36
00381;H;ION;62;0,36
00381;D;KHADIJA;62;0,36
00384;D;ERIKA;61;0,35
00384;D;LARA;61;0,35
00384;H;MATEO;61;0,35
00384;H;VÍCTOR MANUEL;61;0,35
00388;D;ALEJANDRA;60;0,35
00388;D;BRUNA;60;0,35
00388;D;BÀRBARA/BÁRBARA;60;0,35
00388;D;MARIA FARNERS/MARÍA FARNERS;60;0,35
00388;D;MARIA GLÒRIA/MARÍA GLORIA;60;0,35
00388;D;MARIA NIEVES/MARÍA NIEVES;60;0,35
00388;H;MARÇAL;60;0,35
00388;H;MUSTAPHA;60;0,35
00396;D;AITANA;59;0,34
00396;D;SOLEDAD;59;0,34
00396;D;VICENTA;59;0,34
00396;D;VIRGÍNIA/VIRGINIA;59;0,34
00400;D;CECÍLIA/CECILIA;58;0,34
00400;H;CÈSAR/CÉSAR;58;0,34
00400;H;JOSÉ FRANCISCO;58;0,34
00400;D;NIEVES;58;0,34
00404;D;AGUSTINA;57;0,33
00404;D;MARIA EUGÈNIA/MARÍA EUGENIA;57;0,33
00406;H;LEO;56;0,32
00406;D;SUSANNA;56;0,32
00408;H;ABDELLAH;55;0,32
00408;D;ADELA;55;0,32
00408;D;ADORACIÓN;55;0,32
00408;H;HAMZA;55;0,32
00408;D;IRYNA;55;0,32
00408;D;LEIRE;55;0,32
00414;D;ANGELINA;54;0,31
00414;D;AYA;54;0,31
00414;H;ERNEST;54;0,31
00414;H;JUAN RAMON/JUAN RAMÓN;54;0,31
00414;D;MARIA ROSARIO/MARÍA ROSARIO;54;0,31
00414;D;MARIA SOLEDAD/MARÍA SOLEDAD;54;0,31
00414;H;MUHAMADOU;54;0,31
00421;H;GHEORGHE;53;0,31
00421;H;JUAN PEDRO;53;0,31
00421;D;LIA/LÍA;53;0,31
00424;H;BILAL;52;0,30
00424;H;GENÍS;52;0,30
00424;D;MILAGROS;52;0,30
00424;D;NICOLE;52;0,30
00424;D;PETRA;52;0,30
00424;H;ROC;52;0,30
00424;D;ROSALIA/ROSALÍA;52;0,30
00431;D;AINARA;51;0,30
00431;H;EMILI;51;0,30
00431;H;MAMADOU;51;0,30
00431;D;REBECA;51;0,30
00435;D;AMINA;50;0,29
00435;H;AXEL;50;0,29
00435;D;CHLOE/CHLÓE;50;0,29
00435;D;ELISENDA;50;0,29
00435;D;GABRIELA;50;0,29
00435;H;LUCÀ;50;0,29
00435;D;NINA;50;0,29
00442;D;ASCENSION/ASCENSIÓN;49;0,28
00442;D;ESTRELLA;49;0,28
00442;H;FRANCISCO MANUEL;49;0,28
00442;H;GONZALO;49;0,28
00442;H;LLORENÇ;49;0,28
00442;D;MARIA LUZ/MARÍA LUZ;49;0,28
00442;H;OLEKSANDR;49;0,28
00449;H;CARLOS ALBERTO;48;0,28
00449;H;DYLAN;48;0,28
00449;D;HERMÍNIA/HERMINIA;48;0,28
00449;D;MALAK;48;0,28
00449;D;MARIA ASSUMPCIÓ;48;0,28
00449;H;RAYAN;48;0,28
00455;D;AINOA;47;0,27
00455;D;AMÈLIA/AMELIA;47;0,27
00455;H;DENÍS/DENIS;47;0,27
00455;H;HASSAN;47;0,27
00455;H;HICHAM;47;0,27
00455;D;VERA;47;0,27
00461;H;ANAS/ANÁS;46;0,27
00461;D;CONSOL;46;0,27
00461;D;DESIRÉE;46;0,27
00461;H;EUGENIO;46;0,27
00461;H;FEDERICO;46;0,27
00461;H;GERMÁN;46;0,27
00461;H;JUAN LUIS;46;0,27
00461;D;MARIA LLUÏSA/MARÍA LLUÏSA;46;0,27
00461;H;MOUSSA;46;0,27
00461;D;NAIMA;46;0,27
00461;H;VICENÇ;46;0,27
00472;D;ALINA;45;0,26
00472;D;ANASTÀSIA/ANASTASIA;45;0,26
00472;H;ARTUR;45;0,26
00472;H;ARTURO;45;0,26
00472;H;CONSTANTIN;45;0,26
00472;H;ENZO;45;0,26
00472;D;JOSEPA;45;0,26
00472;H;KHALID;45;0,26
00472;D;PIEDAD;45;0,26
00472;D;QUERALT;45;0,26
00472;D;ZOÈ/ZOÉ/ZOE;45;0,26
00483;D;DARIA/DARÍA;44;0,26
00483;H;JULEN;44;0,26
00485;H;ALEKSANDER;43;0,25
00485;H;DMITRY;43;0,25
00485;D;FARNERS;43;0,25
00485;D;MARIA INMACULADA/MARÍA INMACULADA;43;0,25
00489;H;ANDREY;42;0,24
00489;D;JÈSICA/JESICA;42;0,24
00489;H;MIKHAIL;42;0,24
00489;H;OLEG;42;0,24
00489;D;YASMINA;42;0,24
00494;H;ABDELAZIZ;41;0,24
00494;D;AICHA;41;0,24
00494;H;ANTONIO JOSÉ;41;0,24
00494;D;HAWA;41;0,24
00494;H;IBRAHIM;41;0,24
00494;H;IBRAHIMA;41;0,24
00494;H;IOAN;41;0,24
00494;D;JULIANA;41;0,24
00494;H;KILIAN;41;0,24
00494;H;MATÍAS;41;0,24
00494;D;OKSANA;41;0,24
00494;H;PEDRO JOSÉ;41;0,24
00494;H;VIKTOR;41;0,24
00507;H;ALFONS;40;0,23
00507;H;ARAN/ARÁN;40;0,23
00507;D;ESTELA;40;0,23
00507;H;JOSÉ CARLOS;40;0,23
00507;H;MARCO;40;0,23
00512;D;AMANDA;39;0,23
00512;D;ANAÍS/ANAÏS/ANAIS;39;0,23
00512;H;ANDREI;39;0,23
00512;D;GEMA;39;0,23
00512;D;LAILA;39;0,23
00512;D;LOLA;39;0,23
00512;D;MARIA ENCARNACIÓN/MARÍA ENCARNACIÓN;39;0,23
00512;D;NAYARA;39;0,23
00512;D;SAMIRA;39;0,23
00521;H;DAMIÁN;38;0,22
00521;H;GAEL;38;0,22
00521;D;GUADALUPE;38;0,22
00521;D;KARIMA;38;0,22
00521;D;LINA;38;0,22
00521;D;LLUÏSA;38;0,22
00521;D;MALIKA;38;0,22
00521;H;MIMOUN;38;0,22
00521;D;SORAYA;38;0,22
00530;H;JUAN PABLO;37;0,21
00530;H;LIAM;37;0,21
00530;D;MARIA ESTHER/MARÍA ESTHER;37;0,21
00530;D;MARIA NEUS/MARÍA NEUS;37;0,21
00530;D;YAIZA;37;0,21
00535;H;ALEXIS;36;0,21
00535;H;ELÍAS;36;0,21
00535;H;EUDALD;36;0,21
00535;D;EUGÈNIA/EUGENIA;36;0,21
00535;D;FELISA;36;0,21
00535;H;ISIDRE;36;0,21
00535;H;JOSÉ JAVIER;36;0,21
00535;H;JOSÉ ÀNGEL/JOSÉ ÁNGEL;36;0,21
00535;D;LATIFA;36;0,21
00535;D;OLENA;36;0,21
00535;H;OLIVER;36;0,21
00535;D;OLÍVIA/OLIVIA;36;0,21
00535;D;YASMIN;36;0,21
00548;H;ALEXEY;35;0,20
00548;H;ALONSO;35;0,20
00548;D;AMINATA;35;0,20
00548;D;ANABEL;35;0,20
00548;D;GALA;35;0,20
00548;D;JORDINA;35;0,20
00548;D;JÈNIFER/JENIFER;35;0,20
00548;D;LEYRE;35;0,20
00548;D;LIUDMILA;35;0,20
00548;D;MARIA MAGDALENA/MARÍA MAGDALENA;35;0,20
00548;H;PASCUAL;35;0,20
00548;D;RACHIDA;35;0,20
00548;D;RUT;35;0,20
00548;H;SAMBA;35;0,20
00562;H;AYMAN;34;0,20
00562;H;BRIAN;34;0,20
00562;D;CARINA;34;0,20
00562;D;FATIHA;34;0,20
00562;H;GURPREET;34;0,20
00562;H;ISRAEL;34;0,20
00562;H;LUIS ALBERTO;34;0,20
00562;D;MARIA DEL ROSER/MARÍA DEL ROSER;34;0,20
00562;D;MARIA FRANCISCA/MARÍA FRANCISCA;34;0,20
00562;D;MARWA;34;0,20
00562;D;NATALIIA;34;0,20
00562;D;SAIDA;34;0,20
00562;H;SIMON/SIMÓN;34;0,20
00575;H;AMADOU;33;0,19
00575;H;BENJAMÍN;33;0,19
00575;H;DEMBO;33;0,19
00575;H;EUSEBIO;33;0,19
00575;D;HANANE;33;0,19
00575;D;MARIA DEL ROSARIO/MARÍA DEL ROSARIO;33;0,19
00575;D;MARIAMA;33;0,19
00575;H;MÀRIUS;33;0,19
00575;H;NIKOLAY;33;0,19
00575;H;RODRIGO;33;0,19
00575;H;YERAY;33;0,19
00575;D;YULIA;33;0,19
00587;H;ABRAHAM;32;0,19
00587;H;ALEXANDRU;32;0,19
00587;D;DANA;32;0,19
00587;H;FERMÍN;32;0,19
00587;D;IRIA/IRÍA;32;0,19
00587;H;MARCO ANTONIO;32;0,19
00587;D;MARIA BELÉN/MARÍA BELÉN;32;0,19
00587;D;MARIA CRUZ/MARÍA CRUZ;32;0,19
00587;D;MARIA TRINIDAD/MARÍA TRINIDAD;32;0,19
00587;D;MARIIA;32;0,19
00587;H;MÀXIM;32;0,19
00587;D;NATALIYA;32;0,19
00587;D;SARAY;32;0,19
00587;D;THAÍS/THAIS;32;0,19
00587;H;YASSINE;32;0,19
00602;H;ABDESLAM;31;0,18
00602;D;AGNÈS;31;0,18
00602;D;ASMAE;31;0,18
00602;D;BELÉN;31;0,18
00602;H;BLAS;31;0,18
00602;H;BORJA;31;0,18
00602;D;CATERINA;31;0,18
00602;H;DEREK;31;0,18
00602;H;JAMAL;31;0,18
00602;D;MARIA NÚRIA/MARÍA NURIA;31;0,18
00602;H;MARIAN;31;0,18
00602;D;MELÀNIA/MELANIA;31;0,18
00602;H;MUHAMMAD;31;0,18
00602;H;QUIM;31;0,18
00602;H;RAFEL;31;0,18
00602;D;SVITLANA;31;0,18
00602;H;YASSIN;31;0,18
00602;D;ÀFRICA/ÁFRICA;31;0,18
00620;H;ASIER;30;0,17
00620;H;AZIZ;30;0,17
00620;H;BARTOLOMÉ;30;0,17
00620;D;CORAL;30;0,17
00620;H;ERNESTO;30;0,17
00620;D;FLORA;30;0,17
00620;H;HAMID;30;0,17
00620;H;ISIDORO;30;0,17
00620;D;ISONA;30;0,17
00620;D;MARIA PAZ/MARÍA PAZ;30;0,17
00620;H;NICOLAE;30;0,17
00620;D;REMEI;30;0,17
00632;H;ADOLFO;29;0,17
00632;D;ALMA;29;0,17
00632;D;ANASTASIIA;29;0,17
00632;H;ANTON/ANTÓN;29;0,17
00632;D;GALINA;29;0,17
00632;D;IKRAM;29;0,17
00632;D;INNA;29;0,17
00632;D;JUANA MARIA/JUANA MARÍA;29;0,17
00632;D;KRISTINA;29;0,17
00632;H;LUIS MIGUEL;29;0,17
00632;H;MARK;29;0,17
00632;D;OXANA;29;0,17
00632;H;PAVEL;29;0,17
00632;D;SALVADORA;29;0,17
00632;H;ZAKARIA;29;0,17
00647;D;ADELINA;28;0,16
00647;D;BEGOÑA;28;0,16
00647;D;BOUCHRA;28;0,16
00647;H;DARIO/DARÍO;28;0,16
00647;H;DMYTRO;28;0,16
00647;H;DUMITRU;28;0,16
00647;D;ELIZABETH;28;0,16
00647;D;FLORENTINA;28;0,16
00647;D;ITZIAR;28;0,16
00647;D;IVETTE;28;0,16
00647;H;JACINTO;28;0,16
00647;H;JOSEP ANTONI;28;0,16
00647;H;JOSEP LLUÍS;28;0,16
00647;H;KARIM;28;0,16
00647;D;POLINA;28;0,16
00647;H;SUKHWINDER;28;0,16
00663;H;ABDERRAHIM;27;0,16
00663;H;ABDOULAYE;27;0,16
00663;H;ABDOULIE;27;0,16
00663;D;ADA;27;0,16
00663;D;ALEKSANDRA;27;0,16
00663;H;ANTONIO JESÚS;27;0,16
00663;D;ASSUMPCIÓ;27;0,16
00663;H;BERNARDO;27;0,16
00663;H;CARMELO;27;0,16
00663;H;DAMIÀ;27;0,16
00663;D;ELNA;27;0,16
00663;D;GINA;27;0,16
